#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-06-22 00:04:27
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2010-06-22 00:04:27 134.36.36.75 GET / - 80 - 208.80.193.35 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+{4150D290-0974-7F1D-5AD5-E5FC833FF1EC};+.NET+CLR+2.0.50727;+.NET+CLR+1.1.4322;+InfoPath.1) 200 0 0 166
2010-06-22 07:09:31 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=414&prcid=62&ppid=1505 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 420
2010-06-22 07:15:47 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=112&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 361
2010-06-22 07:15:53 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=280&pid=1504&prcid=4&ppid=1504 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 588
2010-06-22 07:16:15 134.36.36.75 GET /Darwin/Page.aspx p=25&ix=100004&pid=25&prcid=17&ppid=0 80 - 66.249.71.14 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) 200 0 0 399
2010-06-22 07:23:38 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=676&pid=14&prcid=26&ppid=1502 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 547
2010-06-22 07:26:02 134.36.36.75 GET /Darwin/Plant.aspx ix=350&pid=8&prcid=26&ppid=1502 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 542
2010-06-22 07:26:29 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=20&prcid=62&ppid=1505 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 393
2010-06-22 07:29:03 134.36.36.75 GET / - 80 - 123.125.66.122 Baiduspider+(+http://www.baidu.com/search/spider.htm) 200 0 0 378
2010-06-22 07:31:10 134.36.36.75 GET /Darwin/Plant.aspx ix=793&pid=22&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 649
2010-06-22 07:31:17 134.36.36.75 GET / - 80 - 220.181.7.65 Baiduspider+(+http://www.baidu.com/search/spider.htm) 200 0 0 272
2010-06-22 07:31:20 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=770&pid=14&prcid=26&ppid=1502 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 542
2010-06-22 07:34:10 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=632&pid=18&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 633
2010-06-22 07:34:57 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=6&prcid=62&ppid=1505 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 425
2010-06-22 07:39:02 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=286&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 357
2010-06-22 07:44:20 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=288&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 355
2010-06-22 07:45:33 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=383&prcid=62&ppid=1505 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 388
2010-06-22 07:51:56 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=148&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 356
2010-06-22 07:53:37 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=575&pid=19&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 657
2010-06-22 07:54:07 134.36.36.75 GET /Darwin/Place.aspx p=25&ix=20&pid=1&prcid=27&ppid=0 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 1095
2010-06-22 07:56:09 134.36.36.75 GET /robots.txt - 80 - 207.46.199.199 msnbot/2.0b+(+http://search.msn.com/msnbot.htm) 404 0 2 109
2010-06-22 07:58:15 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=647&pid=9&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 648
2010-06-22 07:59:32 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=120&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 367
2010-06-22 08:00:03 134.36.36.75 GET /Darwin/Plant.aspx ix=648&pid=9&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 650
2010-06-22 08:01:44 134.36.36.75 GET /Darwin/Plant.aspx ix=764&pid=10&prcid=26&ppid=1502 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 598
2010-06-22 08:04:26 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=800&pid=8&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 643
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/Home.aspx - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 181
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/print.css - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 404 0 2 15
2010-06-22 08:05:23 134.36.36.75 GET /dmsutils.js p=25 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 43
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/style.css - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 64
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/ImageCache/cache_AdE90fb_2.jpeg - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 16
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/logo_msr.png - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 16
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/ImageCache/cache_kOtPtRq_1383.jpeg - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 31
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/plantsci-logo-white.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 31
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/ImageCache/cache_mK9Z7OX_4.jpeg - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 32
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/culogo.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 15
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/leaf.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 15
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/CGE00271_75px.jpg - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 16
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/underbargradient.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 15
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/searchbargradient.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 15
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/plantsearchbackgroundgradient.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 15
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/buttongradient.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 54
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/searchbutton.gif - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 53
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/header.jpg - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 61
2010-06-22 08:05:23 134.36.36.75 GET /Darwin/redpixel9.png - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 15
2010-06-22 08:05:23 134.36.36.75 GET /favicon.ico - 80 - 131.111.113.4 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-GB;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 404 0 2 15
2010-06-22 08:07:09 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=365&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 354
2010-06-22 08:11:30 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=837&pid=14&prcid=26&ppid=1502 80 - 207.46.12.156 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.2;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8) 200 0 0 442
2010-06-22 08:11:33 134.36.36.75 GET /Darwin/style.css - 80 - 207.46.12.156 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.2;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8) 200 0 0 219
2010-06-22 08:11:33 134.36.36.75 GET /dmsutils.js p=25 80 - 207.46.12.156 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.2;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8) 200 0 0 112
2010-06-22 08:11:33 134.36.36.75 GET /Darwin/print.css - 80 - 207.46.12.156 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.2;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8) 404 0 2 112
2010-06-22 08:13:19 134.36.36.75 GET /Darwin/Plant.aspx ix=703&pid=0&prcid=0&ppid=0 80 - 66.249.71.14 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) 200 0 0 408
2010-06-22 08:14:45 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=901&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 356
2010-06-22 08:15:43 134.36.36.75 GET / - 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 181
2010-06-22 08:15:44 134.36.36.75 GET /Darwin/Home.aspx - 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 1026
2010-06-22 08:19:37 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=399&pid=0&prcid=0&ppid=0 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 598
2010-06-22 08:20:12 134.36.36.75 GET /Darwin/ImageCache/cache_42PiFlg_4271.jpeg - 80 - 66.249.71.14 Googlebot-Image/1.0 304 0 0 103
2010-06-22 08:22:21 134.36.36.75 GET /Darwin/Plant.aspx ix=897&pid=1&prcid=26&ppid=1502 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 529
2010-06-22 08:27:35 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=269&pid=0&prcid=0&ppid=0 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 2195
2010-06-22 08:29:57 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=519&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 352
2010-06-22 08:30:46 134.36.36.75 GET / - 80 - 123.125.66.121 Baiduspider+(+http://www.baidu.com/search/spider.htm) 200 0 0 454
2010-06-22 08:30:58 134.36.36.75 GET / - 80 - 220.181.7.129 Baiduspider+(+http://www.baidu.com/search/spider.htm) 200 0 0 293
2010-06-22 08:31:34 134.36.36.75 GET /Darwin/Plant.aspx ix=860&pid=9&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 646
2010-06-22 08:31:34 134.36.36.75 GET /Darwin/style.css - 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 304 0 0 181
2010-06-22 08:31:35 134.36.36.75 GET /Darwin/print.css - 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 404 0 2 182
2010-06-22 08:32:48 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=280&pid=10&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 637
2010-06-22 08:33:49 134.36.36.75 GET /Darwin/Page.aspx p=25&ix=100001&pid=25&prcid=17&ppid=0 80 - 66.249.71.14 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) 200 0 0 381
2010-06-22 08:37:23 134.36.36.75 GET /Darwin/ImageCache/cache_6vETEkJ_514.jpeg - 80 - 66.249.71.14 Googlebot-Image/1.0 304 0 0 105
2010-06-22 08:37:33 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=772&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 366
2010-06-22 08:37:59 134.36.36.75 GET / - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 117
2010-06-22 08:37:59 134.36.36.75 GET /favicon.ico - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 404 0 2 11
2010-06-22 08:37:59 134.36.36.75 GET /Darwin/Home.aspx - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 274
2010-06-22 08:37:59 134.36.36.75 GET /Darwin/style.css - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 61
2010-06-22 08:37:59 134.36.36.75 GET /Darwin/print.css - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 404 0 2 10
2010-06-22 08:37:59 134.36.36.75 GET /dmsutils.js p=25 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 181
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/culogo.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 46
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/header.jpg - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 16
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/leaf.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 70
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/searchbutton.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 23
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/ImageCache/cache_AdE90fb_2.jpeg - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 42
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/ImageCache/cache_mK9Z7OX_4.jpeg - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 112
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/CGE00271_75px.jpg - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 13
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/buttongradient.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 13
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/plantsearchbackgroundgradient.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 32
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/underbargradient.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 14
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/ImageCache/cache_kOtPtRq_1383.jpeg - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 17
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/plantsci-logo-white.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 21
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/searchbargradient.gif - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 128
2010-06-22 08:38:01 134.36.36.75 GET /Darwin/logo_msr.png - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 209
2010-06-22 08:38:03 134.36.36.75 GET /Darwin/redpixel9.png - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 170
2010-06-22 08:38:09 134.36.36.75 GET /Darwin/yellowpixel9.png - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 175
2010-06-22 08:38:09 134.36.36.75 GET /Darwin/yellowpixel9.png - 80 - 194.83.252.163 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1) 200 0 0 169
2010-06-22 08:40:50 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=190&pid=3&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 649
2010-06-22 08:45:09 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=121&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 358
2010-06-22 08:47:56 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=270&pid=0&prcid=0&ppid=0 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 587
2010-06-22 08:49:07 134.36.36.75 GET /robots.txt - 80 - 207.46.199.191 msnbot/2.0b+(+http://search.msn.com/msnbot.htm) 404 0 2 120
2010-06-22 08:52:05 134.36.36.75 GET /Darwin/Place.aspx p=25&ix=15&pid=0&prcid=0&ppid=0 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 945
2010-06-22 08:52:45 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=126&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 360
2010-06-22 08:54:33 134.36.36.75 GET /Darwin/ImageCache/cache_wO3dRPd_4191.jpeg - 80 - 66.249.71.14 Googlebot-Image/1.0 304 0 0 131
2010-06-22 09:00:21 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=816&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 360
2010-06-22 09:03:16 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=769&pid=16&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 651
2010-06-22 09:04:03 134.36.36.75 GET /Darwin/Plant.aspx ix=482&pid=9&prcid=26&ppid=1502 80 - 67.195.115.185 Mozilla/5.0+(compatible;+Yahoo!+Slurp/3.0;+http://help.yahoo.com/help/us/ysearch/slurp) 200 0 0 632
2010-06-22 09:04:44 134.36.36.75 GET /Darwin/Plant.aspx ix=603&pid=1504&prcid=4&ppid=1504 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 586
2010-06-22 09:07:57 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=920&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 358
2010-06-22 09:11:45 134.36.36.75 GET /Darwin/ImageCache/cache_itCiOPF_3989.jpeg - 80 - 66.249.71.14 Googlebot-Image/1.0 304 0 0 103
2010-06-22 09:15:33 134.36.36.75 GET /Darwin/Plant.aspx p=25&ix=563&pid=14&prcid=26&ppid=1502 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 550
2010-06-22 09:18:17 134.36.36.75 GET /Darwin/ImageCache/cache_sWdokce_1157.jpeg - 80 - 59.177.98.161 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3 200 0 0 10154
2010-06-22 09:20:15 134.36.36.75 GET /Darwin/Plant.aspx ix=531&pid=0&prcid=0&ppid=0 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 595
2010-06-22 09:23:09 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=33&prcid=62&ppid=1505 80 - 77.88.43.25 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 356
2010-06-22 09:28:56 134.36.36.75 GET /Darwin/ImageCache/cache_jbaOZLt_4453.jpeg - 80 - 66.249.71.14 Googlebot-Image/1.0 304 0 0 118
2010-06-22 09:29:04 134.36.36.75 GET /Darwin/MyAccount.aspx p=25&pid=928&prcid=62&ppid=1505 80 - 216.129.119.45 Mozilla/5.0+(Twiceler-0.9+http://www.cuil.com/twiceler/robot.html) 200 0 0 391
